timestamp,curIn,curOut,amount,txid
1512038489.9,ETH,VTC,0.0006,659499
1511029320.58,ETH,EOS,14.20302878,
1511767452.03,DASH,DNT,0.10467258,99561
1512227682.48,ETH,ETC,1.28673002,884121
1509653841.09,BTC,DOGE,5.46e-05
1508160227.58,BTC,ETH,0.4209441,
1510354582.9,LTC,BCH,79.31494065,
1507829731.08,ETH,BTC,0.247231012658,
1508225107.68,1ST,ETH,1666.66666667,
1510859551.12,ZEC,BTC,1.785,
1511813418.91,ETH,BCH,0.100201344752,246861
1512251659.88,ETH,BAT,0.04427507,294645
1512103915.32,ANT,DASH,8.60563032,289082
1509052281.98,BTC,BCH,0.49902943,
1512147260.45,ETH,BTC,0.2,32863
1512015453.55,LTC,BCH,16.15409075,910714
1511740894.79,GAME,DGB,1.08886249,245089
1509441517.32,ETH,BTC,3.116,
1509628750.13,ETH,BTC,0.09048529,
1510395324.41,BTC,ETH,0.0013495,
1511793322.01,ETH,LTC,0.01,52905
1508407282.05,BTC,ETH,0.02281325,
1511818218.06,BTC,BCH,0.01035894,607275
1510159932.66,OMG,SALT,69.56521739,
1512145141.28,ETH,DASH,0.17764376,607644
1512032390.91,BTC,ETH,0.00097181,719968
1508364722.54,BTC,EOS,0.04026819,
1511806878.44,ETH,BTC,2.3842239,69919
1512017928.44,DASH,BTC,0.48864902,358312
1509518087.6,ETH,BTC,0.359887584206,
1511924452.1,BAT,ETH,400,205332
1511718998.8,EOS,BTC,192,348891
1511815461.2,LTC,CVC,0.44979197,428805
1509043456.74,LTC,ANT,1.33259512,
1512249322.9,ETH,EOS,0.81054575,791417
1510739428.76,BTC,XRP,0.0047,
1511799474.2,ETH,ANT,0.0048687219,415927
1512190960.8,LTC,ETC,0.49800797,690450
1511963635.57,BTC,DASH,0.036,552737
1510190894.81,ETH,OMG,0.128,
1511739136.04,EOS,ETH,1449.62168736,308409
1511857277.34,CVC,BTC,742.84315735,266549
1511801441.09,OMG,BTC,200,244816
1512098618.76,LTC,ETH,0.86614148,411193
1512136465.19,ETH,OMG,0.11,823026
1509576976.46,ETH,EOS,0.5,
1510965100.79,ETH,BCH,1.14958,
1507233583.89,LTC,VTC,0.42826575,
1512081384.77,LTC,BTC,4.9323988,83760
1512063273.79,ETH,LTC,0.0614311,471936
1511656900.62,ETH,BTC,3.877,105719
1512041417.2,ETH,BCH,0.653100294334,891320
1512143668.44,ETH,BTC,1.30814714,798729
1512098558.05,ETH,DASH,0.594091665238,514458
1511890937.52,ZEC,LTC,0.3018298,152496
1511946213.48,ETH,LTC,0.15589208,102919
1511844001.72,ETH,GNT,0.0089,722179
1511993096.61,DASH,OMG,4.827,549346
1512221178.68,ETH,EOS,0.32276111,323030
1511924442.16,DGB,ETH,220,111610
1509975153.75,ETH,LTC,1.00027622646,
1512156696.68,DASH,BTC,1.36786787,183575
1510177333.73,ANT,BCH,19.99568204,
1511770339.47,LTC,DOGE,1.75646051,370578
1509501842.84,LTC,BTC,53.08370036,
1511861540.84,ZEC,LTC,1.928,243577
1507838027.95,VTC,MONA,20.99629858,
1511999087.31,LTC,OMG,25,536602
1510322926.61,LTC,FUN,1.66595472,
1511883313.82,DASH,ETC,0.02174736,965409
1507648929.97,ANT,DCR,17.15823625,
1511865617.33,LTC,ETH,5.19050143,168356
1509050738.24,ZEC,XMR,21,
1511088982.9,DOGE,1ST,54.00412042,
1507841010.13,BCH,ETH,0.04952933,
1509808436.48,BTC,ETH,0.4,
1511817460.89,DOGE,LTC,359.33777,93608
1512173695.27,ETH,BTC,0.60765269,771769
1512165261.39,ETH,BAT,0.20987589,974627
1511013866.83,DGB,LBC,46.1972251,
1511898341.62,ETH,OMG,5,486233
1511459222.79,DOGE,BLK,10,
1511262578.49,ZEC,BTC,0.1406,
1508555649.5,BTC,SALT,0.00964219,
1512089185.56,ETH,DASH,0.02195458,556952
1509564447.47,REP,BTC,1.03428768,
1512049497.79,DASH,BTC,0.13124208,821965
1512159446.88,LTC,SALT,0.22965333,518603
1511883985.27,RDD,LTC,499.999,895804
1511822833.36,LTC,VTC,7.801535,672819
1511421041.61,FUN,BTC,212487.083022,
1512026299.07,ZEC,ETH,0.00313485,907538
1511974457.06,ETH,LTC,0.01558,337416
1511747621.01,DASH,ETH,8,919379
1508397768.6,BTC,OMG,0.0062,
1512099097.22,OMG,GNT,10.64351412,308181
1507648738.38,GNT,ETH,87.4897187,
1508731786.84,LTC,BTC,60,
1511928266.03,ETH,XMR,8,639141,
1512163492.25,CVC,BTC,1883.9839058,421668
1511746305.21,LTC,BCH,10.06888505,97973
1512079220.69,REP,GNT,0.01958195,463499
1509156791.15,BTC,ETH,0.21471106,
1511882401.43,CVC,EOS,149.38990617,134712
1509985039.68,ETH,BTC,7.99658812,
1512086097.25,ETH,BTC,2.58877907,194069
1511930122.03,BTC,BCH,0.03865033,153131
1511906037.06,ETH,SALT,1.00266649,290080
1512134050.46,ETH,ETC,1.45486002,59347
1509965154.11,GNT,BTC,882.33708424,
1512077001.03,ETH,ETC,0.1,795997
1512149035.44,ETH,BTC,0.091383,516402
1512022490.3,DGB,LTC,2959.25325923,214531
1509519410.81,ETH,FUN,0.05944247,
1510787260.6,ETH,BTC,14.4417665,
1510717349.39,ETH,EOS,13.5787667042,
1511831056.38,SALT,DASH,39.6364839,719454
1510715625.08,BTC,SALT,0.03895995,
1510140056.24,LTC,ETH,76.10544976
1508007756.33,BTC,ETH,0.104625
1512208813.9,ETH,BTC,1.5,662259
1510532399.61,LTC,SALT,39.9,
1507494768.39,SALT,OMG,3,
1510622684.64,LTC,BCH,1.49323887,
1512185926.81,ETH,XMR,10,312995
1511916281.5,ETH,SALT,0.04589315,851452
1507695479.12,ETH,BTC,0.332701201051,
1512012381.45,LTC,BTC,28.2187239,327681
1512017296.54,OMG,DASH,37.74571686,548604
1511959836.9,EOS,ETH,42,491709
1511992102.54,EOS,ETH,33.61840106,807374
1511850038.1,ETH,BTC,10.3,510515
1512108330.52,ETH,BTC,0.391739,314536
1512063560.45,ETH,BTC,1.43864192,981866
1511957879.6,RDD,DNT,200,866698
1512103698.56,ETH,XRP,0.23094,631699
1511859337.76,DASH,DOGE,0.00102106,977945
1511943830.67,ETH,BTC,0.23465485,162997
1507485095.65,EOS,BTC,306.09816579,
1509204711.71,ETH,OMG,4.99198237,
1511816901.64,DASH,BTC,0.06724526,47790
1512175356.9,EOS,OMG,92.30769231,648176
1507887906.12,BCH,ETH,0.0113943,
1512028640.16,ETH,BTC,0.04959,214764
1507922424.82,LTC,XRP,1.4053,
1511810112.76,ETH,DASH,0.02037998,744226
1512027466.32,BTC,FUN,0.00181658,368304
1511157979.28,ETH,OMG,3.21654317,
1511394950.39,SALT,DASH,24.76086957,
1512204230.44,ETH,BCH,10,142471
1512195718.07,ETH,BTC,1,313731
1511217858.34,BCH,LTC,0.04400717,
1511973497.59,ETH,BTC,0.13668483,336197
1512026896.16,ETH,BTC,0.10486283,801510
1508818669.66,DNT,GAME,500,
1511996834.02,DASH,FUN,0.00037912,398187
1509122613.73,ETH,BTC,0.08097566,
1511933476.89,LTC,BTC,0.467219,15192
1512138675.2,DOGE,DGB,2000,785996
1512077518.59,ETH,BTC,2.74687899,342289
1511878041.91,ETH,FUN,0.05391525,59305
1512116531.88,ETH,XRP,0.05,891290
1511756744.7,LTC,ETH,2,895545,
1512171587.29,ETH,LTC,0.32306651,350273
1510742871.12,LTC,ETH,0.22,
1512197820.89,ETH,EOS,0.38,213613,
1510306572.24,ETH,VTC,0.3892975,
1512003147.42,LTC,GNT,0.22980581,777056
1512025846.63,ETH,BTC,1.35332647,480111
1508797335.31,ETH,DGB,0.08,
1512044718.8,ETH,BTC,0.81819669,616169
1512167801.51,LTC,DASH,3.81135353,108217
1511760780.88,OMG,EOS,28.16344268,358881
1509530348.59,ETH,BTC,0.375115025047,
1511609901.46,CVC,EOS,299.85549133,734650
1511833065.01,LTC,BCH,52.83437019,699434
1510024795.51,LTC,TRST,0.04572873,
1512087196.65,SNT,BTC,3866,750625
1512012843.55,ETH,BTC,0.10362724,22267
1512090657.46,SALT,LTC,280.5560651,3956
1512050710.53,DNT,LTC,580.08970193,349470
1511106702.32,CVC,RCN,1106.17,
1511522749.44,LTC,ETH,0.12,
1510512180.67,ETH,BCH,15.07864144,
1509473424.68,VTC,ETH,49.77102186,
1507828474.73,ETH,LTC,3.20618961,
1510490985.79,LTC,ETH,4.86967773,
1512251208.16,ETH,BTC,0.21749059,717967
1510153045.55,CVC,EOS,128.43985646,
1512176338.02,LTC,BCH,0.12,686284
1511469719.22,BTC,EOS,0.00242829,
1511820635.02,ETH,ZRX,0.00107999999998,378797
1512148899.9,ETH,BTC,0.98929391,846449
1512171454.15,ETH,EOS,4.34268,489699
1511828775.49,LTC,ETH,2.1936745,890929
1507350935.43,DASH,LTC,2.9849759,
1507502577.2,ETH,BTC,1.91424196,
1511636916.81,GAME,RDD,22.57644973,584470
1511962260.27,DOGE,LTC,239.771385,611433
1512221622.48,ETH,VTC,0.03522628,60764
1512141529.67,ETH,XRP,0.55226475,43429
1511586949.99,BTC,ETH,0.016623,301447
1510677409.28,BTC,LTC,0.00305622,
1511046807.81,LTC,SALT,2,
1512093322.87,SNGLS,ETH,18949,528651
1509316532.59,DASH,BTC,1.80181987,
1509571158.94,LTC,DOGE,0.36523221,
1508799655.77,ETH,BTC,1.073912,
1511849006.53,ETH,OMG,0.10535854,112440
1512187849.66,ETH,GNO,0.238871,637822
1511923183.49,LTC,EOS,2.5,745464
1508219058.24,DASH,ETH,10,
1511883763.63,LTC,DASH,0.12985327,847229
1508072532.25,LTC,XRP,0.9,
1510601667.45,LTC,XRP,3,
1512044976.8,DOGE,BLK,9,549124,
1508932537.51,BTC,LTC,0.04987683,
1511542678.19,ETH,LTC,10.48222639,237294
1507993828.11,ANT,OMG,180.407149,
1512226824.27,ETC,MONA,8.99567147,174675
1511446871.28,ETH,CVC,0.00537674,
1511892762.23,ETH,BCH,0.04989175,61563
1511875541.2,ETH,BTC,1.28882587,70920
1510220881.7,ETH,BTC,5,
1511789320.94,LTC,ZEC,0.20371072,78017
1511651976.6,ETH,REP,0.00252325,327917
1511875591.9,BTC,DASH,0.0683642,537283
1512052897.63,ETH,DCR,0.16075403,276499
1509099103.69,ETH,BTC,0.2,
1511892794.34,DASH,BTC,5.27862278,520728
1507244989.43,BTC,EOS,0.06277211,
1511565042.2,ETH,RDD,0.02703683,436154
1511077082.73,ANT,ETH,27.6318445094,
1512178213.63,ETH,EOS,0.3,782715
1509633812.21,XRP,BTC,769.719626,
1510412592.03,OMG,BCH,55.28276148,
1512075442.84,ETH,DASH,0.60711706,30550
1511958533.6,ETH,OMG,2.40241808,269946
1511973497.98,BLK,ETH,60.59672236,427854
1511820814.21,ZEC,ETC,1.17632149,40518
1512079852.42,LTC,XRP,1.99761696,717557
1509523758.44,LTC,SALT,0.3,
1511869264.97,OMG,VTC,540,569940
1510917026.79,ETH,LTC,0.129761296313,
1507213837.07,MONA,BTC,100,
1507884542.22,ETH,BTC,0.131393019,
1511486507.18,GNT,BTC,438.59649123,
1510642642.55,DOGE,DASH,20000,
1511928908.42,ETH,BTC,1.08512152651,309513
1510233342.75,XRP,VTC,2178.504171,
1511869057.44,ETH,BTC,1.26710593,963806
1509458092.93,ETH,EOS,2.83170276,
1511750220.52,ETH,BCH,0.0862488266095,865857
1511773787.67,BTC,DASH,0.49128563,826006
1508874508.8,LTC,ETH,2.54896177,
1511775337.88,OMG,LTC,209,760596
1512108259.63,LTC,DASH,55,805488
1507429314.51,CVC,EOS,108.05925386,
1511903006.43,RDD,MONA,45000,603261
1511838026.02,XRP,BCH,1020,412806
1511635659.37,EOS,LTC,43.83383172,532924
1511905364.63,BTC,BCH,0.00501708,840505
1508233577.63,OMG,ETH,5,
1512023346.22,ETH,BTC,0.63212578,415704
1511962235.85,ETH,LTC,0.26111706,281056
1511948284.65,DOGE,ETH,5552.67973966,947974
1511943643.63,ETH,BTC,6.078278,231510
1511928432.87,ETH,LTC,0.06063576,703055
1511960497.18,ETH,GNT,0.1,484290
1511880479.54,ETH,LTC,0.379818155524,89321
1512070917.31,ETH,OMG,1.13,293152
1511958889.88,CVC,DASH,3054.3317159,22914
1511894677.3,ETH,GNT,0.026962,827724
1511998570.11,ETH,XRP,0.0252177900046,358421
1511894710.13,DNT,FUN,243.01725415,528093
1508867920.65,BTC,ETH,0.05062207,
1508279173.46,LTC,BTC,8.22621888,
1511829696.09,ETH,BTC,0.2,585896
1512167940.56,CLAM,DOGE,0.0088,927341
1509233589.88,ETH,DASH,1.5,
1509869440.71,XMR,BTC,57,
1512020124.88,ETH,FUN,1.36585412,335037
1507581987.8,ETH,BTC,0.60788885,
1511159504.4,BTC,ETH,0.0118997,
1511834942.53,SALT,EOS,2.30946882,770890
1510488168.54,ETH,BCH,0.58972211,
1512017739.9,LTC,ETH,4,20157
1510129479.85,CVC,LTC,22.56714626,
1511632937.61,BLK,POT,1.9999,854643
1512198840.92,DASH,LTC,2.00031572,546412
1509594866.2,BTC,ETH,0.05634527,
1507274652.59,LTC,ETH,0.2,
1510108942.54,ETH,BTC,1.01600729678,
1512130362.49,ETH,BTC,0.80781736,459600
1509971031.31,BTC,ETH,0.05,
1512022851.02,DASH,BTC,2.8764963,644890
1508350317.92,ETH,BTC,0.0715641,
1512218868.68,ETH,BTC,1.92704342,44985
1511774019.95,ETH,BTC,10.2,545448
1511989015.78,XRP,DASH,2893.02584,30392
1510924671.69,ETH,BTC,0.251,
1508552021.12,LTC,BTC,2.02148783,
1509196108.44,BCH,BTC,1,
1511809698.4,DASH,OMG,0.01751313,733375
1510094252.18,ETH,SALT,1.12321074,
1511479767.74,ETH,BTC,0.3,
1511932895.6,ETH,EOS,0.02413443,141549
1512210225.96,ETH,DASH,0.118813158,336464
1510608734.23,DASH,BCH,0.08038011
1511988993.2,ETH,DASH,1.773,952426
1511863627.93,EOS,ANT,10,868622,
1508876540.7,ETH,BTC,8.79254059,
1511734294.93,DNT,DCR,209.01543,179676
1512214838.06,ETH,DASH,0.02098374,207790
1511818417.06,ETH,CLAM,0.5,366186
1511867819.45,BAT,ETH,400,557267
1508010686.84,ETH,EOS,0.22899475,
1511921837.0,EOS,BTC,171.48109281,361015
1508093252.19,ETH,BTC,1,
1508952979.55,BTC,VTC,0.81622563,
1508027148.89,ETH,BTC,29,
1511952661.36,ANT,BTC,250,917198
1511791156.2,BTC,DASH,0.11,465940
1512139778.8,ETH,LTC,7.98,829543
1511747079.39,ETH,BTC,2.8994,422682
1511554795.69,XRP,BLK,119.394806,769900
1512252086.13,LTC,VTC,4.04429134,372547
1509567376.79,ETH,BTC,0.7,
1511878418.87,XEM,BTC,200,284710
1512131461.19,LTC,BTC,6.03621189,399327
1512017539.25,ETH,ZEC,0.43,902193
1511735237.14,ETH,BTC,0.31970028,845489
1512008436.93,BTC,ETH,0.00314101,374510
1511783888.18,ETH,EOS,1,494050
1508425756.11,VTC,LTC,2.79948713,
1509601771.97,ETH,BTC,0.05,
1512072721.42,ETH,LTC,0.17,746596
1511966806.05,ETH,BTC,0.08378983,312183
1512240876.68,ETH,BTC,0.20027254,474277
1511516062.12,ETH,BCH,6.02178015,
1512250246.44,ETH,GNT,0.037,292134
1510487581.02,ETH,BCH,15.6732836,
1507644355.7,GNT,BTC,229.84019652,
1511892882.95,ETH,EOS,0.075,395813
1512026893.07,ETH,ZRX,3.82,409327
1511983601.05,DCR,LTC,0.30712157,309759
1507497917.98,XRP,ETH,3500,
1508248146.72,DCR,ETC,0.29495366,
1512196530.94,GNT,DASH,390.11982565,928210
1508936054.45,OMG,BTC,272.37490555,
1511751112.51,LTC,VTC,0.296,31806
1511737113.02,ETH,LTC,0.05083032,720976
1509584174.67,ZEC,SALT,0.0987,
1507213494.52,LTC,VTC,18.46095071,
1509718539.99,GNO,FUN,6,
1508723335.99,BTC,ANT,0.03,
1511636681.73,ETH,BTC,0.51,516883
1509890878.21,ETH,DCR,0.04,
1507181257.53,BTC,SALT,0.10190496,
1511755919.15,DASH,BTC,0.323779,365422
1509570099.68,LTC,DGB,16.10150414,
1511885100.65,CVC,BTC,721.1182604,934878
1511965408.38,ETH,BTC,0.49245274,288380
1509844654.92,BTC,LTC,0.01,
1512130741.85,DOGE,DGB,275056.586438,708121
1511745024.8,ETH,BTC,2,116291,
1509409221.74,BTC,LTC,0.05525551,
1507837718.9,OMG,ETH,29.440976905,
1508494186.98,ETH,BTC,2.85,
1511841081.47,LTC,XMR,3.13756,276798
1511753812.46,BAT,BTC,1654.93787526,715425
1510320653.64,ETH,BCH,6,
1512244721.43,EOS,DASH,100,492911
1509506136.72,LTC,BAT,0.09284313,
1508806057.24,ETH,BTC,15,
1511801759.94,ZEC,BTC,0.08742228,467934
1507414950.5,LTC,SALT,3.3,
1511610392.7,LTC,ETH,1.18392836,861251
1512117983.32,DASH,SALT,0.14829052,563544
1510727174.26,LTC,ETH,0.4496765,
1507407197.3,LTC,ETH,2.69251659,
1510113300.35,LTC,SALT,0.83429,
1512192237.36,1ST,BTC,929,878468
1511986320.17,DGB,LTC,43693.3156655,139570
1512052782.19,ETH,BTC,12.5,556792
1511951982.05,BTC,ANT,0.00189475,101395
1512146423.0,ETH,LTC,0.0861796552002,654265
1509098096.96,BCH,BTC,13.55583393,
1511895100.03,DCR,BTC,85,613001
1511864658.24,LTC,ETC,2,193928
1512071891.76,EOS,LTC,35.49036757,272884
1510102944.84,ETH,BTC,10,
1508559251.39,BCH,BTC,1.09051254,
1511880221.42,ETH,LTC,0.251,170257
1508183290.97,BTC,ETH,0.00485685,
1511747976.37,LTC,BTC,1,335201
1508207948.06,BTC,SALT,0.004508,
1512167728.91,LTC,BTC,5,174576
1507227311.7,POT,BTC,699.999,
1511025446.33,ETH,BTC,0.199,
1511867877.01,RDD,ETH,2000,489509
1508379609.33,ETH,BTC,0.11853359,
1509230936.26,ETH,SALT,0.04910479,
1511373867.44,CVC,GNT,180,
1511808660.73,ETH,XRP,0.99958,520667
1511875902.54,LTC,ETC,1,16766,
1511722244.78,ETH,BTC,1.3275981,604978
1508708512.83,BTC,ETH,0.01105442,
1511824917.66,LTC,BTC,0.50048769,38211
1511843419.57,BTC,ETH,0.02874261,994974
1510208213.89,DASH,LTC,2.71635586,
1512172651.77,ETH,DNT,0.0214301,755039
1512030573.05,BTC,BCH,0.17900331,193661
1511304661.06,ETH,BTC,0.70491342,
1511742171.97,BTC,LTC,0.00101747,656777
1512164186.69,DOGE,POT,14712.5857,630072
1511757579.9,ETH,DCR,0.88,472236
1512155681.23,DOGE,DASH,5000,282040
1511960980.73,ETH,ETC,9.7,174030
1511886378.46,ETH,BTC,0.07,859707
1509360813.38,ETH,XMR,15,
1512052959.36,GNT,ETH,681.94,451530
1507967706.23,BTC,ETH,0.00304031
1511067297.26,FUN,BCH,2452.48313918
1511956632.89,ETH,DOGE,0.2,160648
1512158599.12,BTC,ETH,0.009,390642
1511995576.21,ETH,DASH,0.02902547,178558
1511827112.21,BTC,SALT,0.01029339,331766
1512224672.47,DCR,ETH,0.99509203,120649
1509089263.4,BCH,ETH,2.50854243,
1512254981.1,ETH,SNT,0.00217,263019
1512078525.78,DOGE,ETH,1754,706864
1511863381.25,ETH,LTC,0.1251,385080
1510984547.54,ETH,FUN,0.01,
1511763339.99,ETH,BTC,0.465340718898,129352
1509621053.42,DASH,PAY,0.00129259,
1512069245.88,FUN,DASH,34225.3135667,473617
1508887971.08,LTC,ETH,0.17853955,
1511843456.79,ETH,ETC,18.98401273,168683
1511904322.22,GNT,ETH,3000,568351
1507362489.16,BTC,ETH,0.1,
1511734762.2,DASH,BCH,1,870984
1511841043.19,CVC,BTC,2500,525673
1512190151.98,ETH,BTC,0.41683347,386346
1508898516.04,BTC,XMR,0.5,
1511790975.86,DASH,ETC,2.06523735,715883
1512207571.32,LTC,SALT,6.52748487,652123
1511783753.42,ETH,RDD,0.053,548702
1510976983.08,ETH,XEM,0.06149004,
1509563780.41,BLK,DASH,19.9999,
1512068241.62,ETH,LTC,0.02294519,768306
1510568658.47,DOGE,LTC,52011.5436,
1511055375.55,SNT,DNT,10,
1512130585.55,LTC,GNT,0.15524451,81786
1508011028.23,BTC,GNT,0.00175266,
1512007903.79,ETH,BTC,11,230823
1510876068.61,LTC,ETH,12.62914755,
1511873852.19,BTC,LTC,0.02579483,415927
1511927739.91,LTC,DASH,0.67915209,69310
1510158503.57,SALT,BCH,4.34782609,
1511809561.42,ETH,DASH,0.04672599,915803
1511905394.9,ETH,BTC,9.33098979,164571
1511195502.95,ETH,EOS,1,
1512129479.99,EOS,OMG,139.3728223,731145
1510668474.21,BTC,ETH,0.0105264
1512212314.54,LTC,BCH,6,917906
1509051492.39,LTC,ETH,27,
1510593375.73,ETH,BTC,0.8,
1511793620.77,MONA,GNT,0.06,524511
1507826854.56,ETH,BTC,1,
1509435115.23,ETH,EOS,0.29608219,
1511745087.27,BAT,OMG,53.75416622,88292
1511401765.46,VTC,DASH,28,
1511841064.28,DOGE,XRP,17310,615586
1512135750.51,ETH,DASH,0.20780336,361437
1511820236.96,GNO,BTC,14,707356,
1510670512.77,DCR,EOS,69.78278755,
1511815436.38,OMG,BTC,31.11692482,552765
1510448864.09,ETH,PAY,0.197,
1512018384.53,ETH,DCR,0.06732405,535866
1511473317.74,ETH,BTC,1.43806264,
1511776457.33,ETH,BTC,1.28799587,780883
1512163100.25,BAT,EOS,183.59912216,470644
1512107792.7,LTC,XRP,1,468792
1511403370.86,CVC,BCH,15955.7570063,
1511947622.19,ETH,BTC,1.26547037,252878
1511960762.18,LTC,OMG,5,855388,
1510842230.74,ETH,BTC,1.79179358,
1509161275.7,ETC,POT,0.288911573798,
1511958501.22,LTC,DASH,90.82254463,524911
1511920496.63,DOGE,ETH,5868.88190391,77886
1512035723.38,BTC,ETH,0.02559716,25548
1512101988.88,ETH,DASH,0.12385031,756907
1512194512.96,GNT,ETH,751.43544041,513171
1508441422.36,DOGE,ZEC,991.5,
1510208176.41,DASH,BTC,0.0357733
1512176592.44,ETH,BCH,0.10077809,2367
1511818920.08,LTC,VTC,5,882084
1511908159.19,BTC,BCH,0.1,544439
1511948359.58,ETH,BTC,1.26620745,988574
1511872899.0,DASH,BTC,0.25819562,139293
1507772243.7,BTC,ETH,0.00172142,
1511775357.88,XEM,LTC,166.106334,375754
